Date,Artist,Song
10/11/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
10/12/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
10/13/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
10/14/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
10/15/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
10/16/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
10/17/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
10/18/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
10/19/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
10/20/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
10/21/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
10/22/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
10/23/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
10/24/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
10/25/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
10/26/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
10/27/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
10/28/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
10/29/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
10/30/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
10/31/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/1/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/2/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/3/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/4/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/5/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/6/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/7/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/8/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/9/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/10/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/11/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/12/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/13/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/14/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/15/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/16/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/17/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/18/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/19/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/20/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/21/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/22/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/23/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/24/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/25/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/26/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/27/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/28/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/29/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
11/30/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/1/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/2/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/3/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/4/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/5/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/6/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/7/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/8/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/9/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/10/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/11/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/12/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/13/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/14/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/15/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/16/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/17/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/18/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/19/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/20/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/21/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/22/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/23/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/24/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/25/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/26/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/27/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/28/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/29/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/30/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
12/31/1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
1/1/1998,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
1/2/1998,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
1/3/1998,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
1/4/1998,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
1/5/1998,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
1/6/1998,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
1/7/1998,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
1/8/1998,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
1/9/1998,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
1/10/1998,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight
1/11/1998,Savage Garden,Truly Madly Deeply
1/12/1998,Savage Garden,Truly Madly Deeply
1/13/1998,Savage Garden,Truly Madly Deeply
1/14/1998,Savage Garden,Truly Madly Deeply
1/15/1998,Savage Garden,Truly Madly Deeply
1/16/1998,Savage Garden,Truly Madly Deeply
1/17/1998,Savage Garden,Truly Madly Deeply
1/18/1998,Savage Garden,Truly Madly Deeply
1/19/1998,Savage Garden,Truly Madly Deeply
1/20/1998,Savage Garden,Truly Madly Deeply
1/21/1998,Savage Garden,Truly Madly Deeply
1/22/1998,Savage Garden,Truly Madly Deeply
1/23/1998,Savage Garden,Truly Madly Deeply
1/24/1998,Savage Garden,Truly Madly Deeply
1/25/1998,Janet,Together Again
1/26/1998,Janet,Together Again
1/27/1998,Janet,Together Again
1/28/1998,Janet,Together Again
1/29/1998,Janet,Together Again
1/30/1998,Janet,Together Again
1/31/1998,Janet,Together Again
2/1/1998,Janet,Together Again
2/2/1998,Janet,Together Again
2/3/1998,Janet,Together Again
2/4/1998,Janet,Together Again
2/5/1998,Janet,Together Again
2/6/1998,Janet,Together Again
2/7/1998,Janet,Together Again
2/8/1998,Usher,Nice & Slow
2/9/1998,Usher,Nice & Slow
2/10/1998,Usher,Nice & Slow
2/11/1998,Usher,Nice & Slow
2/12/1998,Usher,Nice & Slow
2/13/1998,Usher,Nice & Slow
2/14/1998,Usher,Nice & Slow
2/15/1998,Usher,Nice & Slow
2/16/1998,Usher,Nice & Slow
2/17/1998,Usher,Nice & Slow
2/18/1998,Usher,Nice & Slow
2/19/1998,Usher,Nice & Slow
2/20/1998,Usher,Nice & Slow
2/21/1998,Usher,Nice & Slow
2/22/1998,Celine Dion,My Heart Will Go On
2/23/1998,Celine Dion,My Heart Will Go On
2/24/1998,Celine Dion,My Heart Will Go On
2/25/1998,Celine Dion,My Heart Will Go On
2/26/1998,Celine Dion,My Heart Will Go On
2/27/1998,Celine Dion,My Heart Will Go On
2/28/1998,Celine Dion,My Heart Will Go On
3/1/1998,Celine Dion,My Heart Will Go On
3/2/1998,Celine Dion,My Heart Will Go On
3/3/1998,Celine Dion,My Heart Will Go On
3/4/1998,Celine Dion,My Heart Will Go On
3/5/1998,Celine Dion,My Heart Will Go On
3/6/1998,Celine Dion,My Heart Will Go On
3/7/1998,Celine Dion,My Heart Will Go On
3/8/1998,Will Smith,Gettin' Jiggy Wit It
3/9/1998,Will Smith,Gettin' Jiggy Wit It
3/10/1998,Will Smith,Gettin' Jiggy Wit It
3/11/1998,Will Smith,Gettin' Jiggy Wit It
3/12/1998,Will Smith,Gettin' Jiggy Wit It
3/13/1998,Will Smith,Gettin' Jiggy Wit It
3/14/1998,Will Smith,Gettin' Jiggy Wit It
3/15/1998,Will Smith,Gettin' Jiggy Wit It
3/16/1998,Will Smith,Gettin' Jiggy Wit It
3/17/1998,Will Smith,Gettin' Jiggy Wit It
3/18/1998,Will Smith,Gettin' Jiggy Wit It
3/19/1998,Will Smith,Gettin' Jiggy Wit It
3/20/1998,Will Smith,Gettin' Jiggy Wit It
3/21/1998,Will Smith,Gettin' Jiggy Wit It
3/22/1998,Will Smith,Gettin' Jiggy Wit It
3/23/1998,Will Smith,Gettin' Jiggy Wit It
3/24/1998,Will Smith,Gettin' Jiggy Wit It
3/25/1998,Will Smith,Gettin' Jiggy Wit It
3/26/1998,Will Smith,Gettin' Jiggy Wit It
3/27/1998,Will Smith,Gettin' Jiggy Wit It
3/28/1998,Will Smith,Gettin' Jiggy Wit It
3/29/1998,K-Ci & JoJo,All My Life
3/30/1998,K-Ci & JoJo,All My Life
3/31/1998,K-Ci & JoJo,All My Life
4/1/1998,K-Ci & JoJo,All My Life
4/2/1998,K-Ci & JoJo,All My Life
4/3/1998,K-Ci & JoJo,All My Life
4/4/1998,K-Ci & JoJo,All My Life
4/5/1998,K-Ci & JoJo,All My Life
4/6/1998,K-Ci & JoJo,All My Life
4/7/1998,K-Ci & JoJo,All My Life
4/8/1998,K-Ci & JoJo,All My Life
4/9/1998,K-Ci & JoJo,All My Life
4/10/1998,K-Ci & JoJo,All My Life
4/11/1998,K-Ci & JoJo,All My Life
4/12/1998,K-Ci & JoJo,All My Life
4/13/1998,K-Ci & JoJo,All My Life
4/14/1998,K-Ci & JoJo,All My Life
4/15/1998,K-Ci & JoJo,All My Life
4/16/1998,K-Ci & JoJo,All My Life
4/17/1998,K-Ci & JoJo,All My Life
4/18/1998,K-Ci & JoJo,All My Life
4/19/1998,Next,Too Close
4/20/1998,Next,Too Close
4/21/1998,Next,Too Close
4/22/1998,Next,Too Close
4/23/1998,Next,Too Close
4/24/1998,Next,Too Close
4/25/1998,Next,Too Close
4/26/1998,Next,Too Close
4/27/1998,Next,Too Close
4/28/1998,Next,Too Close
4/29/1998,Next,Too Close
4/30/1998,Next,Too Close
5/1/1998,Next,Too Close
5/2/1998,Next,Too Close
5/3/1998,Next,Too Close
5/4/1998,Next,Too Close
5/5/1998,Next,Too Close
5/6/1998,Next,Too Close
5/7/1998,Next,Too Close
5/8/1998,Next,Too Close
5/9/1998,Next,Too Close
5/10/1998,Next,Too Close
5/11/1998,Next,Too Close
5/12/1998,Next,Too Close
5/13/1998,Next,Too Close
5/14/1998,Next,Too Close
5/15/1998,Next,Too Close
5/16/1998,Next,Too Close
5/17/1998,Mariah Carey,My All
5/18/1998,Mariah Carey,My All
5/19/1998,Mariah Carey,My All
5/20/1998,Mariah Carey,My All
5/21/1998,Mariah Carey,My All
5/22/1998,Mariah Carey,My All
5/23/1998,Mariah Carey,My All
5/24/1998,Next,Too Close
5/25/1998,Next,Too Close
5/26/1998,Next,Too Close
5/27/1998,Next,Too Close
5/28/1998,Next,Too Close
5/29/1998,Next,Too Close
5/30/1998,Next,Too Close
5/31/1998,Brandy & Monica,The Boy Is Mine
6/1/1998,Brandy & Monica,The Boy Is Mine
6/2/1998,Brandy & Monica,The Boy Is Mine
6/3/1998,Brandy & Monica,The Boy Is Mine
6/4/1998,Brandy & Monica,The Boy Is Mine
6/5/1998,Brandy & Monica,The Boy Is Mine
6/6/1998,Brandy & Monica,The Boy Is Mine
6/7/1998,Brandy & Monica,The Boy Is Mine
6/8/1998,Brandy & Monica,The Boy Is Mine
6/9/1998,Brandy & Monica,The Boy Is Mine
6/10/1998,Brandy & Monica,The Boy Is Mine
6/11/1998,Brandy & Monica,The Boy Is Mine
6/12/1998,Brandy & Monica,The Boy Is Mine
6/13/1998,Brandy & Monica,The Boy Is Mine
6/14/1998,Brandy & Monica,The Boy Is Mine
6/15/1998,Brandy & Monica,The Boy Is Mine
6/16/1998,Brandy & Monica,The Boy Is Mine
6/17/1998,Brandy & Monica,The Boy Is Mine
6/18/1998,Brandy & Monica,The Boy Is Mine
6/19/1998,Brandy & Monica,The Boy Is Mine
6/20/1998,Brandy & Monica,The Boy Is Mine
6/21/1998,Brandy & Monica,The Boy Is Mine
6/22/1998,Brandy & Monica,The Boy Is Mine
6/23/1998,Brandy & Monica,The Boy Is Mine
6/24/1998,Brandy & Monica,The Boy Is Mine
6/25/1998,Brandy & Monica,The Boy Is Mine
6/26/1998,Brandy & Monica,The Boy Is Mine
6/27/1998,Brandy & Monica,The Boy Is Mine
6/28/1998,Brandy & Monica,The Boy Is Mine
6/29/1998,Brandy & Monica,The Boy Is Mine
6/30/1998,Brandy & Monica,The Boy Is Mine
7/1/1998,Brandy & Monica,The Boy Is Mine
7/2/1998,Brandy & Monica,The Boy Is Mine
7/3/1998,Brandy & Monica,The Boy Is Mine
7/4/1998,Brandy & Monica,The Boy Is Mine
7/5/1998,Brandy & Monica,The Boy Is Mine
7/6/1998,Brandy & Monica,The Boy Is Mine
7/7/1998,Brandy & Monica,The Boy Is Mine
7/8/1998,Brandy & Monica,The Boy Is Mine
7/9/1998,Brandy & Monica,The Boy Is Mine
7/10/1998,Brandy & Monica,The Boy Is Mine
7/11/1998,Brandy & Monica,The Boy Is Mine
7/12/1998,Brandy & Monica,The Boy Is Mine
7/13/1998,Brandy & Monica,The Boy Is Mine
7/14/1998,Brandy & Monica,The Boy Is Mine
7/15/1998,Brandy & Monica,The Boy Is Mine
7/16/1998,Brandy & Monica,The Boy Is Mine
7/17/1998,Brandy & Monica,The Boy Is Mine
7/18/1998,Brandy & Monica,The Boy Is Mine
7/19/1998,Brandy & Monica,The Boy Is Mine
7/20/1998,Brandy & Monica,The Boy Is Mine
7/21/1998,Brandy & Monica,The Boy Is Mine
7/22/1998,Brandy & Monica,The Boy Is Mine
7/23/1998,Brandy & Monica,The Boy Is Mine
7/24/1998,Brandy & Monica,The Boy Is Mine
7/25/1998,Brandy & Monica,The Boy Is Mine
7/26/1998,Brandy & Monica,The Boy Is Mine
7/27/1998,Brandy & Monica,The Boy Is Mine
7/28/1998,Brandy & Monica,The Boy Is Mine
7/29/1998,Brandy & Monica,The Boy Is Mine
7/30/1998,Brandy & Monica,The Boy Is Mine
7/31/1998,Brandy & Monica,The Boy Is Mine
8/1/1998,Brandy & Monica,The Boy Is Mine
8/2/1998,Brandy & Monica,The Boy Is Mine
8/3/1998,Brandy & Monica,The Boy Is Mine
8/4/1998,Brandy & Monica,The Boy Is Mine
8/5/1998,Brandy & Monica,The Boy Is Mine
